호텔명,입실,퇴실,지역,숙박유형,가격
세카이 호텔 휴즈,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",22902
북 앤드 베드 도쿄 신사이바시,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",24685
게스트 하우스 마쓰,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",17413
오사카 토마토 게스트 하우스,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",14369
피크닉 호스텔 오사카,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",18489
오사카 게스트 하우스 유-엔,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",20324
Yado Magokoro,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",60988
오사카 나카야마 게스트하우스,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",66829
호스텔 코-푸,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",41086
호텔 J-Ship 오사카 난바,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",38286
호텔 미카도,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",18905
쿠 호스텔 오사카,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",19363
루츠 호스텔 오사카,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",15215
히포 호스텔 & 카페 바,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",20500
오사카 게스트 하우스 사쿠라,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",21366
피스 하우스 오사카,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",12446
04빌리지 구조,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",113490
오사카 홋코 마리나 리조트 게스트하우스,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",143348
세카이 호텔 휴즈,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",22902
북 앤드 베드 도쿄 신사이바시,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",24685
게스트 하우스 마쓰,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",17413
오사카 토마토 게스트 하우스,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",14369
피크닉 호스텔 오사카,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",18489
오사카 게스트 하우스 유-엔,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",20324
Yado Magokoro,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",60988
오사카 나카야마 게스트하우스,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",66829
호스텔 코-푸,2023-07-24,2023-07-25,오사카,"게스트하우스,캡슐호텔,호스텔",41086
오사카 난바 호스텔 미야비,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",34702
더 스테이 오사카 신사이바시 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",20990
Bnb+ 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",53036
123 게스트하우스,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",28843
퍼스트 캐빈 미도스지 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",46874
스테이 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",29052
&앤드 호스텔 혼마치 이스트,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",50592
캡슐 호텔 J 가든 신-오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",29286
캡슐&스파 그랜드 사우나 신사이바시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",19562
피스 하우스 아베노,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",9957
호스텔 타케야도,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",35143
오사카 게스트하우스 네스트,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18450
제이 호퍼스오사카 유니버설,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",22420
이마노 오사카 신사이바시 호스텔,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17611
호스텔 미쓰와야 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",29959
E-스포츠 호텔 E-존,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",20014
호텔 카고 신사이바시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",36244
자코텔 쓰루하시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",21964
피스 하우스 스즈나미,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",11202
bnb+ 츠루하시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",16873
호텔 J-Ship 오사카 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",37577
호텔 미카도,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18397
쿠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",48407
루츠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17270
히포 호스텔 & 카페 바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",20500
오사카 게스트 하우스 사쿠라,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",21452
피스 하우스 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",12446
04빌리지 구조,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",110854
오사카 홋코 마리나 리조트 게스트하우스,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",159966
북 앤드 베드 도쿄 신사이바시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",24064
사쿠라 빌라 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",101489
게스트 하우스 마쓰,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17817
피크닉 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18045
Yado Magokoro,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",58676
호스텔 코-푸,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",41086
허니콤 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",61557
04빌리지 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",32134
호텔 J-Ship 오사카 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",37577
호텔 미카도,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18397
쿠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",48407
루츠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17270
히포 호스텔 & 카페 바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",20500
오사카 게스트 하우스 사쿠라,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",21452
피스 하우스 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",12446
04빌리지 구조,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",110854
오사카 홋코 마리나 리조트 게스트하우스,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",159966
북 앤드 베드 도쿄 신사이바시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",24064
사쿠라 빌라 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",101489
게스트 하우스 마쓰,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17817
피크닉 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18045
Yado Magokoro,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",58676
호스텔 코-푸,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",41086
허니콤 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",61557
04빌리지 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",32134
호텔 J-Ship 오사카 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",37577
호텔 미카도,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18397
쿠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",48407
루츠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17270
히포 호스텔 & 카페 바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",20500
오사카 게스트 하우스 사쿠라,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",21452
피스 하우스 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",12446
04빌리지 구조,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",110854
오사카 홋코 마리나 리조트 게스트하우스,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",159966
북 앤드 베드 도쿄 신사이바시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",24064
사쿠라 빌라 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",101489
게스트 하우스 마쓰,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17817
피크닉 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18045
Yado Magokoro,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",58676
호스텔 코-푸,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",41086
허니콤 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",61557
04빌리지 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",32134
호텔 J-Ship 오사카 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",37577
호텔 미카도,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18397
쿠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",48407
루츠 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17270
히포 호스텔 & 카페 바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",20500
오사카 게스트 하우스 사쿠라,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",21452
피스 하우스 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",12446
04빌리지 구조,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",110854
오사카 홋코 마리나 리조트 게스트하우스,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",159966
북 앤드 베드 도쿄 신사이바시,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",24064
사쿠라 빌라 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",101489
게스트 하우스 마쓰,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",17817
피크닉 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",18045
Yado Magokoro,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",58676
호스텔 코-푸,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",41086
허니콤 호스텔 오사카,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",61557
04빌리지 난바,2023-07-25,2023-07-26,오사카,"게스트하우스,캡슐호텔,호스텔",32134
오사카 난바 호스텔 미야비,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",34698
더 스테이 오사카 신사이바시 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",20445
Bnb+ 난바,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",21088
123 게스트하우스,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",39690
퍼스트 캐빈 미도스지 난바,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",48017
스테이 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",29052
&앤드 호스텔 혼마치 이스트,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",27631
캡슐 호텔 J 가든 신-오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",29286
캡슐&스파 그랜드 사우나 신사이바시,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",19140
피스 하우스 아베노,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",9957
호스텔 타케야도,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",31482
오사카 게스트하우스 네스트,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",18450
제이 호퍼스오사카 유니버설,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",22924
이마노 오사카 신사이바시 호스텔,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",17147
호텔 스테이트 텐노지,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",33482
호스텔 미쓰와야 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",25874
E-스포츠 호텔 E-존,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",20483
호텔 카고 신사이바시,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",35465
자코텔 쓰루하시,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",21964
피스 하우스 스즈나미,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",11202
bnb+ 츠루하시,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",17271
호텔 J-Ship 오사카 난바,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",36445
호텔 미카도,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",18905
쿠 호스텔 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",48407
루츠 호스텔 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",16741
히포 호스텔 & 카페 바,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",23428
오사카 게스트 하우스 사쿠라,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",21366
피스 하우스 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",12446
오사카 홋코 마리나 리조트 게스트하우스,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",161196
북 앤드 베드 도쿄 신사이바시,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",24685
사쿠라 빌라 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",101489
게스트 하우스 마쓰,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",17413
오사카 토마토 게스트 하우스,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",15022
피크닉 호스텔 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",18489
오사카 게스트 하우스 유-엔,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",20324
Yado Magokoro,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",58676
오사카 나카야마 게스트하우스,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",74254
호스텔 코-푸,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",41086
허니콤 호스텔 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",52087
아잘레아 오사카,2023-07-26,2023-07-27,오사카,"게스트하우스,캡슐호텔,호스텔",32583
